snapshot_index,pool_address,fetched_at_utc,bin_array_index,bin_id,distance_from_active,price,price_per_token,liquidity,x_amount,y_amount,composition_y,is_active_bin,raw_bin_array_pubkey,raw_fields_json
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6851,-11,0.064579899742286814264,64.579899742286814264,47570071577793846173481422231,0,2578906673,1,false,,"{""binId"":-6851,""xAmount"":""0"",""yAmount"":""2578906673"",""supply"":""47570071577793846173481422231"",""version"":2,""price"":""0.064579899742286814264"",""pricePerToken"":""64.579899742286814264"",""feeAmountXPerTokenStored"":""11080860684279126215"",""feeAmountYPerTokenStored"":""688859396414647978"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6850,-10,0.06460573170218372899,64.60573170218372899,47797993341200565189224574875,0,2592426926,1,false,,"{""binId"":-6850,""xAmount"":""0"",""yAmount"":""2592426926"",""supply"":""47797993341200565189224574875"",""version"":2,""price"":""0.06460573170218372899"",""pricePerToken"":""64.60573170218372899"",""feeAmountXPerTokenStored"":""10365094843881881880"",""feeAmountYPerTokenStored"":""642386597544375742"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6849,-9,0.064631573994864602481,64.631573994864602481,47890183421629131890515819305,0,2596230089,1,false,,"{""binId"":-6849,""xAmount"":""0"",""yAmount"":""2596230089"",""supply"":""47890183421629131890515819305"",""version"":2,""price"":""0.064631573994864602481"",""pricePerToken"":""64.631573994864602481"",""feeAmountXPerTokenStored"":""11022143414937246622"",""feeAmountYPerTokenStored"":""693085569754218254"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6848,-8,0.064657426624462548322,64.657426624462548322,48172197178367615149272684135,0,2611781705,1,false,,"{""binId"":-6848,""xAmount"":""0"",""yAmount"":""2611781705"",""supply"":""48172197178367615149272684135"",""version"":2,""price"":""0.064657426624462548322"",""pricePerToken"":""64.657426624462548322"",""feeAmountXPerTokenStored"":""9105856604972971575"",""feeAmountYPerTokenStored"":""575068182919899162"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6847,-7,0.064683289595112333342,64.683289595112333342,48484408499181800164776181819,0,2628694468,1,false,,"{""binId"":-6847,""xAmount"":""0"",""yAmount"":""2628694468"",""supply"":""48484408499181800164776181819"",""version"":2,""price"":""0.064683289595112333342"",""pricePerToken"":""64.683289595112333342"",""feeAmountXPerTokenStored"":""9489945134988853106"",""feeAmountYPerTokenStored"":""591902635933128858"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6846,-6,0.064709162910950378275,64.709162910950378275,102810277878620321246877308516,0,5573479382,1,false,,"{""binId"":-6846,""xAmount"":""0"",""yAmount"":""5573479382"",""supply"":""102810277878620321246877308516"",""version"":2,""price"":""0.064709162910950378275"",""pricePerToken"":""64.709162910950378275"",""feeAmountXPerTokenStored"":""10270574367896918697"",""feeAmountYPerTokenStored"":""651850392581165723"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6845,-5,0.064735046576114758426,64.735046576114758426,103122563801223818851445154385,0,5590396608,1,false,,"{""binId"":-6845,""xAmount"":""0"",""yAmount"":""5590396608"",""supply"":""103122563801223818851445154385"",""version"":2,""price"":""0.064735046576114758426"",""pricePerToken"":""64.735046576114758426"",""feeAmountXPerTokenStored"":""10420821455979794888"",""feeAmountYPerTokenStored"":""673035806064696897"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6844,-4,0.06476094059474520433,64.76094059474520433,103435397308355103142553863340,0,5608963780,1,false,,"{""binId"":-6844,""xAmount"":""0"",""yAmount"":""5608963780"",""supply"":""103435397308355103142553863340"",""version"":2,""price"":""0.06476094059474520433"",""pricePerToken"":""64.76094059474520433"",""feeAmountXPerTokenStored"":""8242722220300343555"",""feeAmountYPerTokenStored"":""537709648402394609"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6843,-3,0.064786844970983102411,64.786844970983102411,102698593642376027622972701187,0,5569096116,1,false,,"{""binId"":-6843,""xAmount"":""0"",""yAmount"":""5569096116"",""supply"":""102698593642376027622972701187"",""version"":2,""price"":""0.064786844970983102411"",""pricePerToken"":""64.786844970983102411"",""feeAmountXPerTokenStored"":""8729662057607401171"",""feeAmountYPerTokenStored"":""583247943545612913"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6842,-2,0.064812759708971495652,64.812759708971495652,102887770510158466617035758749,0,5577615208,1,false,,"{""binId"":-6842,""xAmount"":""0"",""yAmount"":""5577615208"",""supply"":""102887770510158466617035758749"",""version"":2,""price"":""0.064812759708971495652"",""pricePerToken"":""64.812759708971495652"",""feeAmountXPerTokenStored"":""7640929144413475013"",""feeAmountYPerTokenStored"":""512555738976541469"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6841,-1,0.064838684812855084251,64.838684812855084251,91826779460898161527311923842,0,4978049623,1,false,,"{""binId"":-6841,""xAmount"":""0"",""yAmount"":""4978049623"",""supply"":""91826779460898161527311923842"",""version"":2,""price"":""0.064838684812855084251"",""pricePerToken"":""64.838684812855084251"",""feeAmountXPerTokenStored"":""7184851875897474561"",""feeAmountYPerTokenStored"":""493713090772648683"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6840,0,0.064864620286780226284,64.864620286780226284,91994700570594514092483902900,76886142288,0,0,true,,"{""binId"":-6840,""xAmount"":""76886142288"",""yAmount"":""0"",""supply"":""91994700570594514092483902900"",""version"":2,""price"":""0.064864620286780226284"",""pricePerToken"":""64.864620286780226284"",""feeAmountXPerTokenStored"":""7424369048251676670"",""feeAmountYPerTokenStored"":""511497330343277489"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6839,1,0.064890566134894938375,64.890566134894938375,93162421137197859991008948310,77891970706,0,0,false,,"{""binId"":-6839,""xAmount"":""77891970706"",""yAmount"":""0"",""supply"":""93162421137197859991008948310"",""version"":2,""price"":""0.064890566134894938375"",""pricePerToken"":""64.890566134894938375"",""feeAmountXPerTokenStored"":""7732958344652096394"",""feeAmountYPerTokenStored"":""533671430287654512"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6838,2,0.06491652236134889635,64.91652236134889635,91120688427649543437941468502,76128966439,0,0,false,,"{""binId"":-6838,""xAmount"":""76128966439"",""yAmount"":""0"",""supply"":""91120688427649543437941468502"",""version"":2,""price"":""0.06491652236134889635"",""pricePerToken"":""64.91652236134889635"",""feeAmountXPerTokenStored"":""8919150626667961060"",""feeAmountYPerTokenStored"":""586529396972423993"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6837,3,0.064942488970293435909,64.942488970293435909,89397046550391898425681188148,74625165528,0,0,false,,"{""binId"":-6837,""xAmount"":""74625165528"",""yAmount"":""0"",""supply"":""89397046550391898425681188148"",""version"":2,""price"":""0.064942488970293435909"",""pricePerToken"":""64.942488970293435909"",""feeAmountXPerTokenStored"":""9084975471883790839"",""feeAmountYPerTokenStored"":""593440696062959598"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6836,4,0.064968465965881553283,64.968465965881553283,89525277389348621152413110849,74702376187,0,0,false,,"{""binId"":-6836,""xAmount"":""74702376187"",""yAmount"":""0"",""supply"":""89525277389348621152413110849"",""version"":2,""price"":""0.064968465965881553283"",""pricePerToken"":""64.968465965881553283"",""feeAmountXPerTokenStored"":""8652604268485131659"",""feeAmountYPerTokenStored"":""574952187602559495"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6835,5,0.064994453352267905904,64.994453352267905904,90275709134098739716623011836,75302156991,0,0,false,,"{""binId"":-6835,""xAmount"":""75302156991"",""yAmount"":""0"",""supply"":""90275709134098739716623011836"",""version"":2,""price"":""0.064994453352267905904"",""pricePerToken"":""64.994453352267905904"",""feeAmountXPerTokenStored"":""9519870705086865466"",""feeAmountYPerTokenStored"":""626645835709331107"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6834,6,0.065020451133608813067,65.020451133608813067,90450461120435459773556930420,75413977491,0,0,false,,"{""binId"":-6834,""xAmount"":""75413977491"",""yAmount"":""0"",""supply"":""90450461120435459773556930420"",""version"":2,""price"":""0.065020451133608813067"",""pricePerToken"":""65.020451133608813067"",""feeAmountXPerTokenStored"":""10806003213931863891"",""feeAmountYPerTokenStored"":""710754522360617656"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6833,7,0.065046459314062256592,65.046459314062256592,90647952186546381941838047142,75548178465,0,0,false,,"{""binId"":-6833,""xAmount"":""75548178465"",""yAmount"":""0"",""supply"":""90647952186546381941838047142"",""version"":2,""price"":""0.065046459314062256592"",""pricePerToken"":""65.046459314062256592"",""feeAmountXPerTokenStored"":""8794012983930293646"",""feeAmountYPerTokenStored"":""579361555059874957"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":true}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6832,8,0.065072477897787881495,65.072477897787881495,90319733822556384009754669968,75246842217,0,0,false,,"{""binId"":-6832,""xAmount"":""75246842217"",""yAmount"":""0"",""supply"":""90319733822556384009754669968"",""version"":2,""price"":""0.065072477897787881495"",""pricePerToken"":""65.072477897787881495"",""feeAmountXPerTokenStored"":""6950073712837515926"",""feeAmountYPerTokenStored"":""475814778744311226"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":false}"
0,5rCf1DM8LjKTw4YqhnoLcngyZYeNnQqztScTogYHAS6,2026-06-07T06:38:17.801Z,-98,-6831,9,0.065098506888946996647,65.098506888946996647,77446470709584921191187214893,64533800496,0,0,false,,"{""binId"":-6831,""xAmount"":""64533800496"",""yAmount"":""0"",""supply"":""77446470709584921191187214893"",""version"":2,""price"":""0.065098506888946996647"",""pricePerToken"":""65.098506888946996647"",""feeAmountXPerTokenStored"":""6255228812409144753"",""feeAmountYPerTokenStored"":""458109105998837126"",""rewardPerTokenStored"":[""0"",""0""],""fulfilledOrderAmountX"":""0"",""fulfilledOrderAmountY"":""0"",""limitOrderFeeAskSide"":""0"",""limitOrderFeeBidSide"":""0"",""openOrderAmount"":""0"",""totalProcessingOrderAmount"":""0"",""processedOrderRemainingAmount"":""0"",""orderAge"":0,""limitOrderAskSide"":false}"
